# FONLL heavy quark hadroproduction cross section, calculated on Tue Dec 28 18:00:00 CET 2021
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 6500, ebeam2 = 6500
# PDF set = CTEQ6.6
# ptmin = 0.
# ptmax = 150.
# ymin  = -0.5
# ymax  = 0.5
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=dot5dot5 fr=22 fr=21 fr=12 fr=1dot5 fr=dot51
4.4515 7.9184e+06 4.4429e+06 1.1618e+07 4.7502e+06 1.1269e+07 6.8789e+06 9.1426e+06 6.9381e+06 8.8988e+06 7.4347e+06 7.9989e+06 1.0096e+07 5.9045e+06 1.1269e+07 4.7502e+06
4.5015 7.8460e+06 4.4169e+06 1.1510e+07 4.7195e+06 1.1168e+07 6.8216e+06 9.0512e+06 6.8794e+06 8.8126e+06 7.3817e+06 7.9179e+06 1.0000e+07 5.8500e+06 1.1168e+07 4.7195e+06
4.5515 7.7729e+06 4.3902e+06 1.1401e+07 4.6881e+06 1.1066e+07 6.7635e+06 8.9590e+06 6.8200e+06 8.7258e+06 7.3277e+06 7.8364e+06 9.9043e+06 5.7949e+06 1.1066e+07 4.6881e+06
4.6015 7.6991e+06 4.3628e+06 1.1291e+07 4.6561e+06 1.0963e+07 6.7048e+06 8.8663e+06 6.7599e+06 8.6384e+06 7.2727e+06 7.7543e+06 9.8073e+06 5.7394e+06 1.0963e+07 4.6561e+06
4.6516 7.6248e+06 4.3348e+06 1.1180e+07 4.6234e+06 1.0859e+07 6.6454e+06 8.7732e+06 6.6992e+06 8.5505e+06 7.2169e+06 7.6718e+06 9.7094e+06 5.6835e+06 1.0859e+07 4.6234e+06
4.7016 7.5500e+06 4.3061e+06 1.1068e+07 4.5901e+06 1.0754e+07 6.5855e+06 8.6797e+06 6.6379e+06 8.4621e+06 7.1603e+06 7.5890e+06 9.6109e+06 5.6272e+06 1.0754e+07 4.5901e+06
4.7516 7.4747e+06 4.2769e+06 1.0956e+07 4.5563e+06 1.0649e+07 6.5251e+06 8.5858e+06 6.5761e+06 8.3733e+06 7.1029e+06 7.5059e+06 9.5118e+06 5.5707e+06 1.0649e+07 4.5563e+06
4.8016 7.3991e+06 4.2471e+06 1.0843e+07 4.5220e+06 1.0542e+07 6.4642e+06 8.4917e+06 6.5139e+06 8.2842e+06 7.0448e+06 7.4226e+06 9.4121e+06 5.5139e+06 1.0542e+07 4.5220e+06
4.8516 7.3231e+06 4.2168e+06 1.0729e+07 4.4872e+06 1.0436e+07 6.4030e+06 8.3974e+06 6.4512e+06 8.1949e+06 6.9860e+06 7.3392e+06 9.3120e+06 5.4569e+06 1.0436e+07 4.4872e+06
4.9016 7.2468e+06 4.1860e+06 1.0615e+07 4.4520e+06 1.0328e+07 6.3413e+06 8.3030e+06 6.3882e+06 8.1054e+06 6.9267e+06 7.2557e+06 9.2116e+06 5.3997e+06 1.0328e+07 4.4520e+06
4.9517 7.1703e+06 4.1548e+06 1.0501e+07 4.4163e+06 1.0220e+07 6.2793e+06 8.2085e+06 6.3248e+06 8.0157e+06 6.8668e+06 7.1721e+06 9.1108e+06 5.3424e+06 1.0220e+07 4.4163e+06
5.0017 7.0936e+06 4.1232e+06 1.0387e+07 4.3802e+06 1.0112e+07 6.2171e+06 8.1140e+06 6.2612e+06 7.9260e+06 6.8064e+06 7.0885e+06 9.0098e+06 5.2849e+06 1.0112e+07 4.3802e+06
5.0517 7.0168e+06 4.0912e+06 1.0272e+07 4.3439e+06 1.0004e+07 6.1546e+06 8.0195e+06 6.1973e+06 7.8362e+06 6.7456e+06 7.0050e+06 8.9086e+06 5.2274e+06 1.0004e+07 4.3439e+06
5.1017 6.9399e+06 4.0589e+06 1.0157e+07 4.3073e+06 9.8947e+06 6.0919e+06 7.9251e+06 6.1333e+06 7.7465e+06 6.6845e+06 6.9217e+06 8.8074e+06 5.1699e+06 9.8947e+06 4.3073e+06
5.1517 6.8630e+06 4.0263e+06 1.0043e+07 4.2705e+06 9.7859e+06 6.0292e+06 7.8310e+06 6.0691e+06 7.6569e+06 6.6232e+06 6.8386e+06 8.7063e+06 5.1125e+06 9.7859e+06 4.2705e+06
5.2017 6.7862e+06 3.9935e+06 9.9281e+06 4.2335e+06 9.6770e+06 5.9663e+06 7.7371e+06 6.0049e+06 7.5676e+06 6.5616e+06 6.7557e+06 8.6052e+06 5.0551e+06 9.6770e+06 4.2335e+06
5.2518 6.7096e+06 3.9605e+06 9.8136e+06 4.1964e+06 9.5682e+06 5.9034e+06 7.6434e+06 5.9407e+06 7.4784e+06 6.4997e+06 6.6732e+06 8.5044e+06 4.9978e+06 9.5682e+06 4.1964e+06
5.3018 6.6330e+06 3.9273e+06 9.6993e+06 4.1590e+06 9.4595e+06 5.8405e+06 7.5501e+06 5.8765e+06 7.3895e+06 6.4377e+06 6.5909e+06 8.4037e+06 4.9407e+06 9.4595e+06 4.1590e+06
5.3518 6.5566e+06 3.8938e+06 9.5853e+06 4.1215e+06 9.3509e+06 5.7776e+06 7.4572e+06 5.8123e+06 7.3009e+06 6.3756e+06 6.5090e+06 8.3033e+06 4.8837e+06 9.3509e+06 4.1215e+06
5.4018 6.4804e+06 3.8602e+06 9.4716e+06 4.0839e+06 9.2424e+06 5.7148e+06 7.3647e+06 5.7481e+06 7.2126e+06 6.3132e+06 6.4275e+06 8.2032e+06 4.8269e+06 9.2424e+06 4.0839e+06
5.4518 6.4044e+06 3.8263e+06 9.3582e+06 4.0461e+06 9.1343e+06 5.6521e+06 7.2726e+06 5.6841e+06 7.1247e+06 6.2508e+06 6.3465e+06 8.1034e+06 4.7703e+06 9.1343e+06 4.0461e+06
5.5018 6.3287e+06 3.7923e+06 9.2452e+06 4.0082e+06 9.0264e+06 5.5894e+06 7.1811e+06 5.6202e+06 7.0372e+06 6.1883e+06 6.2659e+06 8.0040e+06 4.7139e+06 9.0264e+06 4.0082e+06
5.5519 6.2533e+06 3.7582e+06 9.1326e+06 3.9703e+06 8.9188e+06 5.5270e+06 7.0900e+06 5.5564e+06 6.9502e+06 6.1258e+06 6.1858e+06 7.9050e+06 4.6578e+06 8.9188e+06 3.9703e+06
5.6019 6.1783e+06 3.7240e+06 9.0206e+06 3.9323e+06 8.8116e+06 5.4646e+06 6.9995e+06 5.4929e+06 6.8636e+06 6.0632e+06 6.1062e+06 7.8066e+06 4.6019e+06 8.8116e+06 3.9323e+06
5.6519 6.1036e+06 3.6897e+06 8.9091e+06 3.8942e+06 8.7050e+06 5.4025e+06 6.9096e+06 5.4296e+06 6.7776e+06 6.0007e+06 6.0272e+06 7.7086e+06 4.5464e+06 8.7050e+06 3.8942e+06
5.7019 6.0293e+06 3.6553e+06 8.7983e+06 3.8562e+06 8.5988e+06 5.3407e+06 6.8204e+06 5.3665e+06 6.6921e+06 5.9382e+06 5.9487e+06 7.6112e+06 4.4912e+06 8.5988e+06 3.8562e+06
5.7519 5.9555e+06 3.6208e+06 8.6881e+06 3.8181e+06 8.4931e+06 5.2791e+06 6.7318e+06 5.3037e+06 6.6072e+06 5.8758e+06 5.8709e+06 7.5145e+06 4.4363e+06 8.4931e+06 3.8181e+06
5.8019 5.8821e+06 3.5863e+06 8.5785e+06 3.7800e+06 8.3880e+06 5.2177e+06 6.6439e+06 5.2413e+06 6.5229e+06 5.8135e+06 5.7936e+06 7.4183e+06 4.3818e+06 8.3880e+06 3.7800e+06
5.8520 5.8092e+06 3.5518e+06 8.4697e+06 3.7420e+06 8.2836e+06 5.1567e+06 6.5567e+06 5.1791e+06 6.4392e+06 5.7514e+06 5.7170e+06 7.3228e+06 4.3276e+06 8.2836e+06 3.7420e+06
5.9020 5.7367e+06 3.5173e+06 8.3616e+06 3.7041e+06 8.1797e+06 5.0960e+06 6.4702e+06 5.1173e+06 6.3562e+06 5.6894e+06 5.6411e+06 7.2280e+06 4.2738e+06 8.1797e+06 3.7041e+06
5.9520 5.6648e+06 3.4828e+06 8.2543e+06 3.6662e+06 8.0766e+06 5.0356e+06 6.3844e+06 5.0558e+06 6.2738e+06 5.6275e+06 5.5658e+06 7.1339e+06 4.2205e+06 8.0766e+06 3.6662e+06
6.0020 5.5934e+06 3.4483e+06 8.1477e+06 3.6284e+06 7.9741e+06 4.9755e+06 6.2994e+06 4.9947e+06 6.1921e+06 5.5659e+06 5.4912e+06 7.0404e+06 4.1675e+06 7.9741e+06 3.6284e+06
6.0520 5.5226e+06 3.4138e+06 8.0420e+06 3.5906e+06 7.8723e+06 4.9158e+06 6.2152e+06 4.9340e+06 6.1111e+06 5.5044e+06 5.4172e+06 6.9478e+06 4.1150e+06 7.8723e+06 3.5906e+06
6.1020 5.4523e+06 3.3794e+06 7.9371e+06 3.5530e+06 7.7713e+06 4.8566e+06 6.1318e+06 4.8738e+06 6.0308e+06 5.4433e+06 5.3440e+06 6.8559e+06 4.0629e+06 7.7713e+06 3.5530e+06
6.1521 5.3826e+06 3.3450e+06 7.8331e+06 3.5155e+06 7.6711e+06 4.7977e+06 6.0491e+06 4.8139e+06 5.9512e+06 5.3823e+06 5.2715e+06 6.7647e+06 4.0112e+06 7.6711e+06 3.5155e+06
6.2021 5.3134e+06 3.3108e+06 7.7300e+06 3.4781e+06 7.5717e+06 4.7392e+06 5.9673e+06 4.7545e+06 5.8724e+06 5.3216e+06 5.1997e+06 6.6744e+06 3.9600e+06 7.5717e+06 3.4781e+06
6.2521 5.2449e+06 3.2766e+06 7.6277e+06 3.4408e+06 7.4731e+06 4.6811e+06 5.8863e+06 4.6955e+06 5.7943e+06 5.2613e+06 5.1286e+06 6.5849e+06 3.9093e+06 7.4731e+06 3.4408e+06
6.3021 5.1770e+06 3.2425e+06 7.5264e+06 3.4038e+06 7.3753e+06 4.6235e+06 5.8062e+06 4.6370e+06 5.7170e+06 5.2012e+06 5.0583e+06 6.4962e+06 3.8590e+06 7.3753e+06 3.4038e+06
6.3521 5.1097e+06 3.2085e+06 7.4261e+06 3.3668e+06 7.2784e+06 4.5664e+06 5.7269e+06 4.5790e+06 5.6404e+06 5.1415e+06 4.9888e+06 6.4083e+06 3.8092e+06 7.2784e+06 3.3668e+06
6.4021 5.0430e+06 3.1747e+06 7.3267e+06 3.3301e+06 7.1823e+06 4.5097e+06 5.6484e+06 4.5215e+06 5.5646e+06 5.0822e+06 4.9200e+06 6.3213e+06 3.7599e+06 7.1823e+06 3.3301e+06
6.4522 4.9770e+06 3.1410e+06 7.2282e+06 3.2936e+06 7.0871e+06 4.4534e+06 5.5708e+06 4.4644e+06 5.4896e+06 5.0231e+06 4.8519e+06 6.2352e+06 3.7110e+06 7.0871e+06 3.2936e+06
6.5022 4.9116e+06 3.1075e+06 7.1307e+06 3.2572e+06 6.9928e+06 4.3977e+06 5.4940e+06 4.4079e+06 5.4154e+06 4.9645e+06 4.7846e+06 6.1499e+06 3.6627e+06 6.9928e+06 3.2572e+06
6.5522 4.8469e+06 3.0741e+06 7.0342e+06 3.2211e+06 6.8994e+06 4.3424e+06 5.4182e+06 4.3518e+06 5.3420e+06 4.9063e+06 4.7180e+06 6.0656e+06 3.6148e+06 6.8994e+06 3.2211e+06
6.6022 4.7828e+06 3.0409e+06 6.9387e+06 3.1852e+06 6.8069e+06 4.2877e+06 5.3431e+06 4.2963e+06 5.2694e+06 4.8484e+06 4.6523e+06 5.9821e+06 3.5675e+06 6.8069e+06 3.1852e+06
6.6522 4.7194e+06 3.0079e+06 6.8442e+06 3.1495e+06 6.7154e+06 4.2334e+06 5.2690e+06 4.2413e+06 5.1976e+06 4.7910e+06 4.5873e+06 5.8995e+06 3.5206e+06 6.7154e+06 3.1495e+06
6.7022 4.6567e+06 2.9750e+06 6.7507e+06 3.1141e+06 6.6248e+06 4.1796e+06 5.1957e+06 4.1869e+06 5.1266e+06 4.7340e+06 4.5231e+06 5.8178e+06 3.4743e+06 6.6248e+06 3.1141e+06
6.7523 4.5947e+06 2.9423e+06 6.6582e+06 3.0788e+06 6.5352e+06 4.1264e+06 5.1233e+06 4.1329e+06 5.0564e+06 4.6774e+06 4.4596e+06 5.7371e+06 3.4285e+06 6.5352e+06 3.0788e+06
6.8023 4.5333e+06 2.9098e+06 6.5667e+06 3.0438e+06 6.4464e+06 4.0737e+06 5.0518e+06 4.0796e+06 4.9870e+06 4.6212e+06 4.3970e+06 5.6573e+06 3.3832e+06 6.4464e+06 3.0438e+06
6.8523 4.4726e+06 2.8776e+06 6.4763e+06 3.0091e+06 6.3587e+06 4.0215e+06 4.9811e+06 4.0267e+06 4.9184e+06 4.5655e+06 4.3351e+06 5.5784e+06 3.3383e+06 6.3587e+06 3.0091e+06
6.9023 4.4126e+06 2.8454e+06 6.3869e+06 2.9745e+06 6.2720e+06 3.9699e+06 4.9114e+06 3.9744e+06 4.8507e+06 4.5102e+06 4.2740e+06 5.5004e+06 3.2940e+06 6.2720e+06 2.9745e+06
6.9523 4.3532e+06 2.8135e+06 6.2985e+06 2.9402e+06 6.1861e+06 3.9188e+06 4.8424e+06 3.9227e+06 4.7838e+06 4.4553e+06 4.2136e+06 5.4233e+06 3.2502e+06 6.1861e+06 2.9402e+06
7.0023 4.2946e+06 2.7818e+06 6.2112e+06 2.9062e+06 6.1013e+06 3.8682e+06 4.7744e+06 3.8715e+06 4.7176e+06 4.4008e+06 4.1541e+06 5.3472e+06 3.2070e+06 6.1013e+06 2.9062e+06
7.0524 4.2366e+06 2.7503e+06 6.1249e+06 2.8724e+06 6.0175e+06 3.8181e+06 4.7072e+06 3.8209e+06 4.6524e+06 4.3468e+06 4.0953e+06 5.2720e+06 3.1642e+06 6.0175e+06 2.8724e+06
7.1024 4.1794e+06 2.7191e+06 6.0397e+06 2.8389e+06 5.9346e+06 3.7686e+06 4.6409e+06 3.7708e+06 4.5879e+06 4.2933e+06 4.0373e+06 5.1978e+06 3.1220e+06 5.9346e+06 2.8389e+06
7.1524 4.1228e+06 2.6880e+06 5.9555e+06 2.8056e+06 5.8527e+06 3.7197e+06 4.5755e+06 3.7213e+06 4.5242e+06 4.2402e+06 3.9800e+06 5.1244e+06 3.0802e+06 5.8527e+06 2.8056e+06
7.2024 4.0669e+06 2.6573e+06 5.8723e+06 2.7727e+06 5.7718e+06 3.6713e+06 4.5109e+06 3.6724e+06 4.4614e+06 4.1877e+06 3.9235e+06 5.0521e+06 3.0390e+06 5.7718e+06 2.7727e+06
7.2524 4.0117e+06 2.6268e+06 5.7902e+06 2.7401e+06 5.6919e+06 3.6234e+06 4.4472e+06 3.6240e+06 4.3993e+06 4.1358e+06 3.8678e+06 4.9806e+06 2.9983e+06 5.6919e+06 2.7401e+06
7.3024 3.9572e+06 2.5966e+06 5.7091e+06 2.7078e+06 5.6130e+06 3.5761e+06 4.3843e+06 3.5762e+06 4.3381e+06 4.0843e+06 3.8129e+06 4.9101e+06 2.9581e+06 5.6130e+06 2.7078e+06
7.3525 3.9033e+06 2.5667e+06 5.6291e+06 2.6758e+06 5.5350e+06 3.5294e+06 4.3223e+06 3.5290e+06 4.2776e+06 4.0334e+06 3.7587e+06 4.8405e+06 2.9184e+06 5.5350e+06 2.6758e+06
7.4025 3.8502e+06 2.5370e+06 5.5500e+06 2.6442e+06 5.4581e+06 3.4832e+06 4.2611e+06 3.4823e+06 4.2180e+06 3.9832e+06 3.7052e+06 4.7718e+06 2.8792e+06 5.4581e+06 2.6442e+06
7.4525 3.7977e+06 2.5077e+06 5.4720e+06 2.6130e+06 5.3821e+06 3.4375e+06 4.2008e+06 3.4362e+06 4.1592e+06 3.9334e+06 3.6525e+06 4.7041e+06 2.8405e+06 5.3821e+06 2.6130e+06
7.5025 3.7459e+06 2.4787e+06 5.3951e+06 2.5820e+06 5.3070e+06 3.3924e+06 4.1413e+06 3.3906e+06 4.1011e+06 3.8843e+06 3.6005e+06 4.6373e+06 2.8023e+06 5.3070e+06 2.5820e+06
7.5525 3.6947e+06 2.4500e+06 5.3191e+06 2.5515e+06 5.2330e+06 3.3478e+06 4.0826e+06 3.3456e+06 4.0438e+06 3.8358e+06 3.5493e+06 4.5713e+06 2.7646e+06 5.2330e+06 2.5515e+06
7.6025 3.6442e+06 2.4216e+06 5.2441e+06 2.5212e+06 5.1599e+06 3.3037e+06 4.0247e+06 3.3012e+06 3.9873e+06 3.7878e+06 3.4987e+06 4.5063e+06 2.7274e+06 5.1599e+06 2.5212e+06
7.6526 3.5944e+06 2.3935e+06 5.1702e+06 2.4914e+06 5.0878e+06 3.2602e+06 3.9676e+06 3.2573e+06 3.9316e+06 3.7404e+06 3.4489e+06 4.4422e+06 2.6906e+06 5.0878e+06 2.4914e+06
7.7026 3.5453e+06 2.3657e+06 5.0972e+06 2.4618e+06 5.0166e+06 3.2172e+06 3.9114e+06 3.2139e+06 3.8766e+06 3.6934e+06 3.3998e+06 4.3789e+06 2.6544e+06 5.0166e+06 2.4618e+06
7.7526 3.4968e+06 2.3382e+06 5.0252e+06 2.4325e+06 4.9463e+06 3.1748e+06 3.8559e+06 3.1711e+06 3.8224e+06 3.6470e+06 3.3514e+06 4.3165e+06 2.6187e+06 4.9463e+06 2.4325e+06
7.8026 3.4489e+06 2.3108e+06 4.9543e+06 2.4035e+06 4.8770e+06 3.1329e+06 3.8012e+06 3.1289e+06 3.7690e+06 3.6011e+06 3.3037e+06 4.2550e+06 2.5834e+06 4.8770e+06 2.4035e+06
7.8526 3.4017e+06 2.2838e+06 4.8843e+06 2.3748e+06 4.8087e+06 3.0915e+06 3.7474e+06 3.0872e+06 3.7162e+06 3.5557e+06 3.2567e+06 4.1944e+06 2.5486e+06 4.8087e+06 2.3748e+06
7.9026 3.3551e+06 2.2570e+06 4.8152e+06 2.3463e+06 4.7412e+06 3.0506e+06 3.6942e+06 3.0460e+06 3.6643e+06 3.5107e+06 3.2104e+06 4.1346e+06 2.5142e+06 4.7412e+06 2.3463e+06
7.9527 3.3092e+06 2.2304e+06 4.7471e+06 2.3182e+06 4.6747e+06 3.0102e+06 3.6419e+06 3.0053e+06 3.6130e+06 3.4662e+06 3.1647e+06 4.0756e+06 2.4804e+06 4.6747e+06 2.3182e+06
8.0027 3.2638e+06 2.2040e+06 4.6800e+06 2.2902e+06 4.6091e+06 2.9704e+06 3.5903e+06 2.9652e+06 3.5625e+06 3.4221e+06 3.1197e+06 4.0175e+06 2.4470e+06 4.6091e+06 2.2902e+06
8.0527 3.2191e+06 2.1778e+06 4.6138e+06 2.2625e+06 4.5444e+06 2.9311e+06 3.5394e+06 2.9256e+06 3.5127e+06 3.3785e+06 3.0754e+06 3.9602e+06 2.4140e+06 4.5444e+06 2.2625e+06
8.1027 3.1751e+06 2.1518e+06 4.5485e+06 2.2350e+06 4.4805e+06 2.8923e+06 3.4893e+06 2.8865e+06 3.4636e+06 3.3352e+06 3.0317e+06 3.9037e+06 2.3815e+06 4.4805e+06 2.2350e+06
8.1527 3.1316e+06 2.1260e+06 4.4841e+06 2.2077e+06 4.4176e+06 2.8540e+06 3.4399e+06 2.8480e+06 3.4152e+06 3.2923e+06 2.9886e+06 3.8481e+06 2.3495e+06 4.4176e+06 2.2077e+06
8.2027 3.0887e+06 2.1005e+06 4.4207e+06 2.1806e+06 4.3556e+06 2.8162e+06 3.3912e+06 2.8099e+06 3.3675e+06 3.2499e+06 2.9462e+06 3.7932e+06 2.3178e+06 4.3556e+06 2.1806e+06
8.2528 3.0464e+06 2.0751e+06 4.3581e+06 2.1538e+06 4.2944e+06 2.7788e+06 3.3433e+06 2.7724e+06 3.3204e+06 3.2080e+06 2.9044e+06 3.7391e+06 2.2867e+06 4.2944e+06 2.1538e+06
8.3028 3.0047e+06 2.0500e+06 4.2965e+06 2.1273e+06 4.2340e+06 2.7420e+06 3.2960e+06 2.7353e+06 3.2741e+06 3.1664e+06 2.8632e+06 3.6858e+06 2.2559e+06 4.2340e+06 2.1273e+06
8.3528 2.9636e+06 2.0252e+06 4.2357e+06 2.1010e+06 4.1745e+06 2.7057e+06 3.2495e+06 2.6988e+06 3.2284e+06 3.1254e+06 2.8227e+06 3.6333e+06 2.2256e+06 4.1745e+06 2.1010e+06
8.4028 2.9231e+06 2.0006e+06 4.1758e+06 2.0750e+06 4.1159e+06 2.6698e+06 3.2036e+06 2.6627e+06 3.1834e+06 3.0848e+06 2.7827e+06 3.5816e+06 2.1957e+06 4.1159e+06 2.0750e+06
8.4528 2.8831e+06 1.9762e+06 4.1168e+06 2.0493e+06 4.0581e+06 2.6345e+06 3.1584e+06 2.6272e+06 3.1390e+06 3.0447e+06 2.7433e+06 3.5306e+06 2.1662e+06 4.0581e+06 2.0493e+06
8.5028 2.8437e+06 1.9521e+06 4.0586e+06 2.0239e+06 4.0011e+06 2.5996e+06 3.1139e+06 2.5921e+06 3.0953e+06 3.0051e+06 2.7045e+06 3.4803e+06 2.1372e+06 4.0011e+06 2.0239e+06
8.5529 2.8048e+06 1.9283e+06 4.0012e+06 1.9988e+06 3.9449e+06 2.5651e+06 3.0701e+06 2.5575e+06 3.0522e+06 2.9659e+06 2.6663e+06 3.4308e+06 2.1085e+06 3.9449e+06 1.9988e+06
8.6029 2.7665e+06 1.9048e+06 3.9447e+06 1.9740e+06 3.8896e+06 2.5312e+06 3.0268e+06 2.5234e+06 3.0097e+06 2.9273e+06 2.6287e+06 3.3820e+06 2.0803e+06 3.8896e+06 1.9740e+06
8.6529 2.7288e+06 1.8815e+06 3.8890e+06 1.9495e+06 3.8350e+06 2.4976e+06 2.9843e+06 2.4897e+06 2.9679e+06 2.8892e+06 2.5916e+06 3.3340e+06 2.0524e+06 3.8350e+06 1.9495e+06
8.7029 2.6916e+06 1.8585e+06 3.8341e+06 1.9253e+06 3.7812e+06 2.4646e+06 2.9424e+06 2.4565e+06 2.9267e+06 2.8515e+06 2.5551e+06 3.2866e+06 2.0250e+06 3.7812e+06 1.9253e+06
8.7529 2.6549e+06 1.8358e+06 3.7801e+06 1.9014e+06 3.7282e+06 2.4320e+06 2.9011e+06 2.4237e+06 2.8860e+06 2.8144e+06 2.5192e+06 3.2400e+06 1.9979e+06 3.7282e+06 1.9014e+06
8.8029 2.6187e+06 1.8133e+06 3.7268e+06 1.8778e+06 3.6760e+06 2.3998e+06 2.8604e+06 2.3914e+06 2.8460e+06 2.7777e+06 2.4837e+06 3.1940e+06 1.9712e+06 3.6760e+06 1.8778e+06
8.8530 2.5831e+06 1.7912e+06 3.6743e+06 1.8544e+06 3.6245e+06 2.3681e+06 2.8203e+06 2.3596e+06 2.8066e+06 2.7415e+06 2.4488e+06 3.1488e+06 1.9449e+06 3.6245e+06 1.8544e+06
8.9030 2.5480e+06 1.7693e+06 3.6225e+06 1.8314e+06 3.5737e+06 2.3368e+06 2.7808e+06 2.3282e+06 2.7677e+06 2.7058e+06 2.4145e+06 3.1042e+06 1.9190e+06 3.5737e+06 1.8314e+06
8.9530 2.5133e+06 1.7477e+06 3.5716e+06 1.8087e+06 3.5237e+06 2.3059e+06 2.7420e+06 2.2972e+06 2.7294e+06 2.6706e+06 2.3806e+06 3.0603e+06 1.8934e+06 3.5237e+06 1.8087e+06
9.0030 2.4792e+06 1.7263e+06 3.5214e+06 1.7862e+06 3.4745e+06 2.2755e+06 2.7037e+06 2.2667e+06 2.6917e+06 2.6358e+06 2.3473e+06 3.0170e+06 1.8683e+06 3.4745e+06 1.7862e+06
9.0530 2.4456e+06 1.7052e+06 3.4719e+06 1.7641e+06 3.4259e+06 2.2455e+06 2.6659e+06 2.2366e+06 2.6546e+06 2.6015e+06 2.3145e+06 2.9744e+06 1.8434e+06 3.4259e+06 1.7641e+06
9.1030 2.4124e+06 1.6844e+06 3.4232e+06 1.7422e+06 3.3781e+06 2.2159e+06 2.6288e+06 2.2069e+06 2.6180e+06 2.5677e+06 2.2822e+06 2.9324e+06 1.8190e+06 3.3781e+06 1.7422e+06
9.1531 2.3798e+06 1.6638e+06 3.3752e+06 1.7207e+06 3.3310e+06 2.1867e+06 2.5922e+06 2.1776e+06 2.5819e+06 2.5344e+06 2.2504e+06 2.8911e+06 1.7948e+06 3.3310e+06 1.7207e+06
9.2031 2.3476e+06 1.6436e+06 3.3279e+06 1.6994e+06 3.2846e+06 2.1579e+06 2.5562e+06 2.1487e+06 2.5464e+06 2.5015e+06 2.2190e+06 2.8504e+06 1.7710e+06 3.2846e+06 1.6994e+06
9.2531 2.3158e+06 1.6236e+06 3.2813e+06 1.6784e+06 3.2388e+06 2.1296e+06 2.5207e+06 2.1203e+06 2.5114e+06 2.4691e+06 2.1881e+06 2.8103e+06 1.7476e+06 3.2388e+06 1.6784e+06
9.3031 2.2846e+06 1.6038e+06 3.2354e+06 1.6577e+06 3.1938e+06 2.1016e+06 2.4857e+06 2.0922e+06 2.4769e+06 2.4372e+06 2.1577e+06 2.7708e+06 1.7245e+06 3.1938e+06 1.6577e+06
9.3531 2.2538e+06 1.5843e+06 3.1902e+06 1.6373e+06 3.1494e+06 2.0740e+06 2.4513e+06 2.0646e+06 2.4430e+06 2.4057e+06 2.1278e+06 2.7319e+06 1.7018e+06 3.1494e+06 1.6373e+06
9.4031 2.2234e+06 1.5651e+06 3.1457e+06 1.6172e+06 3.1056e+06 2.0468e+06 2.4174e+06 2.0373e+06 2.4095e+06 2.3747e+06 2.0983e+06 2.6936e+06 1.6793e+06 3.1056e+06 1.6172e+06
9.4532 2.1935e+06 1.5462e+06 3.1018e+06 1.5974e+06 3.0625e+06 2.0200e+06 2.3840e+06 2.0104e+06 2.3766e+06 2.3441e+06 2.0693e+06 2.6559e+06 1.6572e+06 3.0625e+06 1.5974e+06
9.5032 2.1640e+06 1.5275e+06 3.0586e+06 1.5778e+06 3.0201e+06 1.9935e+06 2.3512e+06 1.9839e+06 2.3441e+06 2.3140e+06 2.0407e+06 2.6188e+06 1.6354e+06 3.0201e+06 1.5778e+06
9.5532 2.1350e+06 1.5091e+06 3.0161e+06 1.5585e+06 2.9783e+06 1.9674e+06 2.3188e+06 1.9578e+06 2.3121e+06 2.2842e+06 2.0126e+06 2.5822e+06 1.6139e+06 2.9783e+06 1.5585e+06
9.6032 2.1064e+06 1.4909e+06 2.9742e+06 1.5395e+06 2.9371e+06 1.9417e+06 2.2869e+06 1.9321e+06 2.2806e+06 2.2549e+06 1.9849e+06 2.5462e+06 1.5928e+06 2.9371e+06 1.5395e+06
9.6532 2.0782e+06 1.4729e+06 2.9329e+06 1.5206e+06 2.8965e+06 1.9164e+06 2.2555e+06 1.9067e+06 2.2496e+06 2.2260e+06 1.9576e+06 2.5107e+06 1.5719e+06 2.8965e+06 1.5206e+06
9.7032 2.0504e+06 1.4551e+06 2.8922e+06 1.5021e+06 2.8565e+06 1.8914e+06 2.2245e+06 1.8817e+06 2.2190e+06 2.1975e+06 1.9307e+06 2.4758e+06 1.5514e+06 2.8565e+06 1.5021e+06
9.7533 2.0230e+06 1.4376e+06 2.8522e+06 1.4838e+06 2.8172e+06 1.8668e+06 2.1941e+06 1.8570e+06 2.1890e+06 2.1693e+06 1.9042e+06 2.4414e+06 1.5311e+06 2.8172e+06 1.4838e+06
9.8033 1.9960e+06 1.4202e+06 2.8127e+06 1.4656e+06 2.7784e+06 1.8425e+06 2.1641e+06 1.8327e+06 2.1593e+06 2.1416e+06 1.8782e+06 2.4076e+06 1.5111e+06 2.7784e+06 1.4656e+06
9.8533 1.9694e+06 1.4031e+06 2.7738e+06 1.4478e+06 2.7401e+06 1.8185e+06 2.1345e+06 1.8087e+06 2.1301e+06 2.1142e+06 1.8525e+06 2.3742e+06 1.4914e+06 2.7401e+06 1.4478e+06
